"Company","Parent Company","Penalty Amount","Subtraction From Penalty","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Facility State","City","Address","Zip","NAICS Code","NAICS Translation","HQ Country of Parent","HQ State of Parent","Ownership Structure","Parent Company Stock Ticker","Major Industry of Parent","Specific Industry of Parent","Info Source","Notes"
"Contest America Publishers","","$43,000","$0","$43,000","2002","20020919","consumer-protection-related offenses","consumer protection violation","","","state","agency action","Nebraska Attorney General","civil","","","","","","Nebraska","","","","","","","","","","","","State settles with contest organizer over sweepstakes, Associated Press, September 19, 2002 (via Nexis).",""
"Contest America Publishers","","$50,000","$0","$50,000","2002","20020917","consumer-protection-related offenses","consumer protection violation","","","state","agency action","Washington Attorney General","civil","","","","","","Washington","","","","","","","","","","","","https://www.atg.wa.gov/news/news-releases/company-agrees-pay-state-and-clarify-rules-puzzle-contest",""
"Continental American Insurance Co.","Aflac","$25,000","$0","$25,000","2010","20100104","consumer-protection-related offenses","consumer protection violation","","","state","agency action","Massachusetts Attorney General","civil","","","","","","Massachusetts","","","","","","USA","Georgia","publicly traded","AFL","financial services","insurance","https://web.archive.org/web/20100213111132/http://www.mass.gov/?pageID=cagopressrelease&L=1&L0=Home&sid=Cago&b=pressrelease&f=2010_01_04_continental_american_complaint&csid=Cago",""
"Converge Services Group, L.L.C. dba SureDeposit","","$15,000","$0","$15,000","2005","20050325","consumer-protection-related offenses","consumer protection violation","","","state","agency action","Maryland Attorney General","civil","","","","","","Maryland","","","","","","","","","","","","Attorney General Curran Settles with Company that Sold Surety Bonds to Renters, States News Service, March 25, 2005 (via Nexis).",""
"Convert2Media, LLC","","$100,000","$0","$100,000","2018","20180418","consumer-protection-related offenses","consumer protection violation","","The Iowa Attorney General reached settlements with several companies alleged to be online maketers of Intellux (a dietary supplement purported to enhance mental abilities and reverse cognitive decline) using deceptive advertisements and fake news stories.","state","agency action","Iowa Attorney General","civil","","","","","","Iowa","","","","","","","","","","","","https://web.archive.org/web/20180425000954/https://www.iowaattorneygeneral.gov/newsroom/hawking-intellux-web-brain-booster-pills-fake-news/",""
"Cook and Lintz","","$19,000","$0","$19,000","2015","20150720","consumer-protection-related offenses","consumer protection violation","","","state","agency action","Pennsylvania Attorney General","civil","","","","","","Pennsylvania","","","","","","","","","","","","18 Thousand Dollars Paid Back to Consumers After Attorney General's Investigation of Somerset County Company that Sold Burial Monuments, Targeted News Service, July 20, 2015 (via Nexis).",""
"Cooper's Sealcoating & Asphalt","","$10,000","$0","$10,000","2014","20140613","consumer-protection-related offenses","consumer protection violation","","","state","agency action","North Dakota Attorney General","civil","","","","","","North Dakota","","","","","","","","","","","","https://attorneygeneral.nd.gov/news/asphalt-paving-company-fined",""
"Copeland Marketing Corporation","","$181,000","$0","$181,000","2007","20070111","consumer-protection-related offenses","consumer protection violation","","","state","agency action","Florida Attorney General","civil","","","","","","Florida","","","","","","","","","","","","Timeshare Company Signs Agreement, Pays $181,000 to Consumers, US States News, January 11, 2007 (via Nexis).",""
"Copgear.net","","$35,000","$0","$35,000","2005","20051014","consumer-protection-related offenses","consumer protection violation","","","state","agency action","Massachusetts Attorney General","civil","","","","","","Massachusetts","","","","","","","","","","","","https://web.archive.org/web/20051218214359/http://www.ago.state.ma.us/sp.cfm?pageid=986&id=1504",""
"CoPilot Provider Support Services Inc.","","$120,000","$0","$120,000","2019","20190702","consumer-protection-related offenses","privacy violation","","","state","agency action","Massachusetts Attorney General","civil","","","","","","Massachusetts","","","","","","","","","","","","https://www.mass.gov/news/healthcare-services-and-it-provider-resolves-data-breach-affecting-nearly-1900-massachusetts",""
"CoPilot Provider Support Services, Inc.","","$130,000","$0","$130,000","2017","20170615","consumer-protection-related offenses","privacy violation","","","state","agency action","New York Attorney General","civil","","","","","","New York","","","","","","","","","","","","A.G. Schneiderman Announces Settlement with Healthcare Services Company That Illegally Deferred Notice of Breach of More Than 220,000 Patient Records, Targeted News Service, June 15, 2017 (via Nexis).",""
"Coranda Living Trust Services","","$72,000","$0","$72,000","2007","20070618","consumer-protection-related offenses","consumer protection violation","","misleading marketing","state","agency action","Washington Attorney General","civil","","","","","","Washington","","","","","","","","","","","","https://www.atg.wa.gov/news/news-releases/former-washington-resident-agrees-refund-seniors-living-trusts",""
"Corfacts, Inc.","","$120,000","$0","$120,000","2007","20071101","consumer-protection-related offenses","consumer protection violation","","","state","agency action","New Jersey Attorney General","civil","","","","","","New Jersey","","","","","","","","","","","","http://www.nj.gov/oag/newsreleases07/pr20071101a.html",""
"Corinthian Colleges Inc.","Corinthian Colleges, Inc.","$30,000,000","$0","$30,000,000","2015","20150414","consumer-protection-related offenses","consumer protection violation","","The Department of Education fined Corinthian Colleges $30 million for misrepresenting the job placement rates for its graduates.","federal","agency action","Education Department","civil","","","","","","","","","","","","USA","California","out of business","","miscellaneous services","for-profit schools","https://www.ed.gov/news/press-releases/us-department-education-fines-corinthian-colleges-30-million-misrepresentation",""
"Corinthian Colleges, Inc.","Corinthian Colleges, Inc.","$1,170,025,000","$0","$1,170,025,000","2016","20160323","consumer-protection-related offenses","consumer protection violation","","The California Attorney General announced that her office had obtained a $1.1 billion judgment against defunct Corinthian Colleges, Inc. for predatory and unlawful practices. While CCI filed for bankruptcy in May 2015, the hope was that the judgment could help secure further relief for struggling students.","state","agency action","California Attorney General","civil","","","","","","California","","","","","","USA","California","out of business","","miscellaneous services","for-profit schools","https://www.oag.ca.gov/news/press-releases/attorney-general-kamala-d-harris-obtains-11-billion-judgment-against-predatory",""
"Corinthian Schools, Inc. and Titan Schools, Inc.","Corinthian Colleges, Inc.","$6,500,000","$0","$6,500,000","2007","20070731","consumer-protection-related offenses","consumer protection violation","","Corinthian Schools, Inc. and Titan Schools, Inc. agreed to pay $6.5 million, including $5.8 million in consumer restitution, to settle a lawsuit alleging that the for-profit vocational operator engaged in false advertising and unlawful business practices by presenting inaccurate salary and employment information to students.","state","agency action","California Attorney General","civil","","","","","","California","","","","","","USA","California","out of business","","miscellaneous services","for-profit schools","https://www.oag.ca.gov/news/press-releases/brown-reaches-multi-million-settlement-corinthian-vocational-school",""
"Cornerstone Corp.","","$35,864","$0","$35,864","2009","20091216","consumer-protection-related offenses","discriminatory practices (non-employment)","","","state","agency action","Massachusetts Attorney General","civil","","","","","","Massachusetts","Boston","","","","","","","","","","","https://web.archive.org/web/20100116124716/http://www.mass.gov/?pageID=cagopressrelease&L=1&L0=Home&sid=Cago&b=pressrelease&f=2009_12_16_cornerstone_cj&csid=Cago",""
"Cornerstone Credit Services","","$115,000","$0","$115,000","2018","20180328","consumer-protection-related offenses","consumer protection violation","","Cornerstone Credit Services agreed to pay more than $115,000 in restitution and costs in settlement of allegations it unlawfully operated a debt-management service in Delaware.","state","agency action","Delaware Attorney General","civil","","","","","","Delaware","","","","","","","","","","","","https://web.archive.org/web/20181129145908/https://news.delaware.gov/2018/03/28/ccs/",""
