"Company","Parent Company","Penalty Amount","Subtraction From Penalty","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Facility State","City","Address","Zip","NAICS Code","NAICS Translation","HQ Country of Parent","HQ State of Parent","Ownership Structure","Parent Company Stock Ticker","Major Industry of Parent","Specific Industry of Parent","Info Source","Notes"
"Rehabilitation Medicine of Oklahoma PLLC","","$315,000","$0","$315,000","2017","20170104","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-Western District of Oklahoma","civil","","","","","","Oklahoma","","","","","","","","","","","","https://www.justice.gov/usao-wdok/pr/oklahoma-medical-clinics-agree-pay-315000-settle-allegations-false-claims-medical",""
"Advanced C4 Solutions Inc.","","$4,535,000","$0","$4,535,000","2016","20161228","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-District of Maryland","civil","","","","","","Maryland","","","","","","","","","","","","https://www.justice.gov/usao-md/pr/defense-contractor-agrees-4535-million-settlement-alleged-false-claim-act-violations",""
"General Electric","General Electric","$2,550,180","$0","$2,550,180","2016","20161219","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-District of Massachusetts","civil","","","","","","","","","","","","USA","Massachusetts","publicly traded","GE","diversified","diversified","https://www.justice.gov/usao-ma/pr/general-electric-pay-25-million-resolve-claims-concerning-military-aircraft-engine",""
"Rosciti Construction Corporation and Wallace Construction Corporation","","$1,000,000","$0","$1,000,000","2016","20161219","government-contracting-related offenses","False Claims Act and related","","Rhode Island-based Rosciti Construction Corporation and Wallace Construction Corporation, together with four of the companies' current and former owners and officers, agreed to pay $1 million dollars to resolve civil allegations that they violated the Federal False Claims Act by submitting, or causing the submission of, claims for reimbursement for funding earmarked for minority, women-owned, or small business that they were not entitled to receive.","federal","agency action","U.S. Attorney-District of Rhode Island","civil","","","","","","Rhode Island","","","","","","","","","","","","https://www.justice.gov/usao-ri/pr/construction-companies-senior-corporate-officers-pay-1m-settle-false-claims-act",""
"ThunderCat Technology LLC","","$1,000,000","$0","$1,000,000","2016","20161215","government-contracting-related offenses","False Claims Act and related","kickbacks and bribery","","federal","agency action","U.S. Attorney-Eastern District of Virginia","civil","","","","","","","","","","","","","","","","","","https://www.justice.gov/usao-edva/pr/thundercat-agrees-civil-settlement-bid-rigging-and-kickback-schemes",""
"Elite Lab Services LLC","","$3,750,000","$0","$3,750,000","2016","20161213","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-Eastern District of Texas","civil","","","","","","","","","","","","","","","","","","https://www.justice.gov/usao-edtx/pr/east-texas-laboratory-company-and-owners-agree-375-million-payment-false-medicare",""
"Southeast Orthopedic Specialists","Southeast Orthopedic Specialists","$4,488,000","$0","$4,488,000","2016","20161207","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-Middle District of Florida","civil","","","","","","Florida","Jacksonville","","","","","USA","Florida","privately held","","healthcare services","healthcare services","https://www.justice.gov/usao-mdfl/pr/united-states-settles-false-claims-act-allegations-against-orthopedic-surgery-practice",""
"Lifepoint Dental Group LLC","","$300,000","$0","$300,000","2016","20161207","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-Northern District of Iowa","civil","","","","","","Iowa","Cedar Rapids","","","","","","","","","","","https://www.justice.gov/usao-ndia/pr/iowa-dental-clinic-and-its-owners-agree-pay-more-300000-resolve-allegations-clinic",""
"Eyeland Optical Centers","","$135,328","$0","$135,328","2016","20161206","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-Eastern District of Pennsylvania","civil","","","","","","Pennsylvania","","","","","","","","","","","","https://www.justice.gov/usao-edpa/pr/united-states-settles-eyeland-optical-centers-over-medicaid-false-claims",""
"Vitas Health Corporation Midwest","Chemed","$200,000","$0","$200,000","2016","20161202","government-contracting-related offenses","False Claims Act and related","kickbacks and bribery","","federal","agency action","U.S. Attorney-Eastern District of Michigan","civil","","","","","","","","","","","","USA","Ohio","publicly traded","CHE","healthcare services","hospice care; drain cleaning services","https://www.justice.gov/usao-edmi/pr/united-states-settles-health-care-fraud-action-involving-allegations-hospice-care",""
"The Hematology and Oncology Center of Iowa P.C.","","$176,460","$0","$176,460","2016","20161128","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-Northern District of Iowa","civil","","","","","","Iowa","Clive","","","","","","","","","","","https://www.justice.gov/usao-ndia/pr/iowa-cancer-clinic-and-oncologist-pay-more-176000-settle-false-claims-act-allegations",""
"AECOM on behalf of URS","AECOM","$57,500,000","$0","$57,500,000","2016","20161125","government-contracting-related offenses","False Claims Act and related","","Bechtel and URS agreed to pay a total of $125 million to resolve allegations that in the design and on-going construction of the U.S. Department of Energy's Waste Treatment & Immobilization Plant project in Hanford, Washington they falsely represented and charged DOE for deficient goods and services, which failed to be of the highest quality for nuclear facilities.","federal","agency action","U.S. Attorney-Eastern District of Washington","civil","","","","","","Washington","Hanford","","","","","USA","California","publicly traded","ACM","construction and engineering","construction & engineering","https://www.justice.gov/usao-edwa/pr/bni-and-urs-pay-125-million-resolving-alleged-false-claims-regarding-deficient-nuclear",""
"Bechtel National Inc.","Bechtel","$67,500,000","$0","$67,500,000","2016","20161125","government-contracting-related offenses","False Claims Act and related","","Bechtel and URS agreed to pay a total of $125 million to resolve allegations that in the design and on-going construction of the U.S. Department of Energy's Waste Treatment & Immobilization Plant project in Hanford, Washington they falsely represented and charged DOE for deficient goods and services, which failed to be of the highest quality for nuclear facilities.","federal","agency action","U.S. Attorney-Eastern District of Washington","civil","","","","","","Washington","Hanford","","","","","USA","California","privately held","","construction and engineering","construction & engineering","https://www.justice.gov/usao-edwa/pr/bni-and-urs-pay-125-million-resolving-alleged-false-claims-regarding-deficient-nuclear",""
"Zwanger-Pesiri Inc.","Zwanger-Pesiri Radiology","$10,553,727","$0","$10,553,727","2016","20161116","government-contracting-related offenses","False Claims Act and related","fraud","Zwanger-Pesiri Inc., a Long Island radiology company, pleaded guilty to two counts of health care fraud for illegally performing and billing for procedures that had not been ordered by treating physicians.  After accepting the guilty plea, a federal judge approved a settlement with the United States and the State of New York in which Zwanger-Pesiri agreed to forfeit $2.4 million in the criminal case and pay $8,153,727 million to resolve civil liability arising from its fraudulent practices.","federal","agency action","U.S. Attorney-Eastern District of New York","civil and criminal","","","","","","","","","","","","USA","New York","privately held","","healthcare services","healthcare services","https://www.justice.gov/usao-edny/pr/long-island-radiology-company-zwanger-pesiri-inc-pleads-guilty-federal-health-care",""
"MedNet Inc.","","$1,350,000","$0","$1,350,000","2016","20161115","government-contracting-related offenses","False Claims Act and related","kickbacks and bribery","MedNet Inc., a Ewing, New Jersey-based remote cardiac monitoring company and a subsidiary of BioTelemetry Inc., agreed to pay more than $1.35 million to resolve allegations that it paid kickbacks to induce physicians to use the company's cardiac monitoring services.","federal","agency action","U.S. Attorney-District of New Jersey","civil","","","","","","New Jersey","Ewing","","","","","","","","","","","https://www.justice.gov/usao-nj/pr/new-jersey-cardiac-monitoring-company-agrees-pay-over-135-million-resolve-claims-it-paid",""
"Lemon Bay Drugs North Inc. and Brooksville Drugs Inc.","","$750,000","$0","$750,000","2016","20161115","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-Middle District of Florida","civil","","","","","","Florida","","","","","","","","","","","","https://www.justice.gov/usao-mdfl/pr/lemon-bay-drugs-north-and-brooksville-drugs-agree-pay-750000-resolve-false-claims-act",""
"Air Industries Corp.","Berkshire Hathaway","$2,700,000","$0","$2,700,000","2016","20161104","government-contracting-related offenses","False Claims Act and related","","Air Industries Corporation, a Garden Grove-based aerospace parts company, paid the United States $2.7 million to resolve allegations that it falsely certified it had performed required inspections on aerospace parts used in military aircraft, spacecraft and missiles used by the Department of Defense.","federal","agency action","U.S. Attorney-Central District of California","civil","","","","","","","","","","","","USA","Nebraska","publicly traded","BRK.B","diversified","diversified","https://www.justice.gov/usao-cdca/pr/aerospace-parts-manufacturer-pays-27-million-settle-lawsuit-alleging-it-failed-perform",""
