"Company","Parent Company","Penalty Amount","Subtraction From Penalty","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Facility State","City","Address","Zip","NAICS Code","NAICS Translation","HQ Country of Parent","HQ State of Parent","Ownership Structure","Parent Company Stock Ticker","Major Industry of Parent","Specific Industry of Parent","Info Source","Notes"
"Universal Freightways Corp.","","$45,000","$0","$45,000","2001","20010404","competition-related offenses","maritime violation","","","federal","agency action","Federal Maritime Commission","civil","","","","","","","","","","","","","","","","","","https://web.archive.org/web/20010411123018/http://fmc.gov/Pressreleases/NR01-05.htm",""
"Universal Technology Inc.","","$170,000","$0","$170,000","2006","20060623","competition-related offenses","export control violation","","","federal","agency action","Bureau of Industry and Security","civil","","","","","","","","","","","","","","","","","","FOIA32","Source document obtained through a Freedom of Information Act request to the agency."
"Univision Services Inc.","Univision Communications","$500,000","$0","$500,000","2010","20100726","competition-related offenses","fraud","","Univision Services Inc., a wholly-owned subsidiary of Univision Communications Inc., pleaded guilty to one count of conspiracy to commit mail fraud in connection with a scheme to obtain increased radio broadcast time.","federal","agency action","Justice Department Criminal Division","criminal","","","","","","","","","","","","USA","New York","publicly traded","UVN","media","broadcasting","https://www.justice.gov/opa/pr/subsidiary-univision-communications-inc-pleads-guilty-conspiracy-commit-mail-fraud-and-agrees",""
"U.S. Pacific Transport Inc","","$50,000","$0","$50,000","2012","20121114","competition-related offenses","maritime violation","","","federal","agency action","Federal Maritime Commission","civil","","","","","","","","","","","","","","","","","","https://web.archive.org/web/20190402235520/https://www.fmc.gov/NR_12-12/",""
"Usui Kokusai Sangyo Kaisha Ltd.","","$7,200,000","$0","$7,200,000","2016","20161108","competition-related offenses","price-fixing or anti-competitive practices","","Usui Kokusai Sangyo Kaisha Ltd., an automotive parts manufacturer based in Shimizu, Japan, agreed to plead guilty and pay a $7.2 million criminal fine for its role in a criminal conspiracy involving automotive steel tubes sold to automobile manufacturers in the United States and elsewhere.","federal","agency action","Justice Department Antitrust Division","criminal","","","","","","","","","","","","","","","","","","https://www.justice.gov/opa/pr/japanese-auto-parts-company-agrees-plead-guilty-antitrust-conspiracy-involving-steel-tubes",""
"Utech Products, Inc.","","$125,000","$0","$125,000","2009","20091015","competition-related offenses","export control violation","","","federal","agency action","Bureau of Industry and Security","civil","","","","","","","","","","","","","","","","","","https://efoia.bis.doc.gov/index.php/component/docman/?task=doc_download&gid=532&Itemid=",""
"UTI United States Inc.","","$76,500","$0","$76,500","2006","20060926","competition-related offenses","export control violation","","","federal","agency action","Bureau of Industry and Security","civil","","","","","","","","","","","","","","","","","","FOIA34","Source document obtained through a Freedom of Information Act request to the agency."
"UTI United States Inc.","","$33,000","$0","$33,000","2006","20060922","competition-related offenses","export control violation","","","federal","agency action","Bureau of Industry and Security","civil","","","","","","","","","","","","","","","","","","FOIA33","Source document obtained through a Freedom of Information Act request to the agency."
"UTi, United States, Inc","","$140,000","$0","$140,000","2013","20131022","competition-related offenses","maritime violation","","","federal","agency action","Federal Maritime Commission","civil","","","","","","","","","","","","","","","","","","https://web.archive.org/web/20190402235518/https://www.fmc.gov/NR13-13/",""
"UTStarcom Inc.","","$1,500,000","$0","$1,500,000","2009","20091231","competition-related offenses","Foreign Corrupt Practices Act","","UTStarcom Inc. entered into an agreement with the Department of Justice, agreeing to pay a $1.5 million fine for violations of the Foreign Corrupt Practices Act by providing travel and other things of value to foreign officials, specifically employees at state-owned telecommunications firms in the People?s Republic of China.","federal","agency action","Justice Department Criminal Division","criminal","non-prosecution agreement","","","","","","","","","","","","","","","","","https://www.justice.gov/opa/pr/utstarcom-inc-agrees-pay-15-million-penalty-acts-foreign-bribery-china",""
"UTStarcom, Inc.","","$1,500,000","$0","$1,500,000","2009","20091231","competition-related offenses","Foreign Corrupt Practices Act","","","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","","","","https://www.sec.gov/news/press/2009/2009-277.htm",""
"Valeo Japan Co. Ltd.","Valeo","$13,600,000","$0","$13,600,000","2013","20130926","competition-related offenses","price-fixing or anti-competitive practices","","Nine Japan-based companies and two executives agreed to plead guilty and to pay a total of more than $740 million in criminal fines for their roles in separate conspiracies to fix the prices of more than 30 different products sold to U.S. car manufacturers and installed in cars sold in the United States and elsewhere.","federal","agency action","Justice Department Antitrust Division","criminal","","","","","","","","","","","","France","","publicly traded","","automotive parts","automotive parts","https://www.justice.gov/opa/pr/nine-automobile-parts-manufacturers-and-two-executives-agree-plead-guilty-fixing-prices",""
"Valley Pride Pack, Inc.","","$80,000","$0","$80,000","2006","20060309","competition-related offenses","agribusiness violation","","","federal","agency action","Grain Inspection, Packers & Stockyards Administration","civil","","","","","","Wisconsin","Norwalk","","","","","","","","","","","https://www.gipsa.usda.gov/Newrelease/2006NR.pdf",""
"Valtex International Corporation","","$77,000","$0","$77,000","2005","20050117","competition-related offenses","export control violation","","","federal","agency action","Bureau of Industry and Security","civil","","","","","","","","","","","","","","","","","","FOIA229","Source document obtained through a Freedom of Information Act request to the agency."
"Vantec Corporation","","$3,339,648","$0","$3,339,648","2011","20110928","competition-related offenses","price-fixing or anti-competitive practices","","Six Japanese freight forwarders agreed to plead guilty and to pay criminal fines totaling $46.8 million for their roles in a conspiracy to fix certain fees in connection with the provision of freight forwarding services for air cargo shipments from Japan to the United States.","federal","agency action","Justice Department Antitrust Division","criminal","","","","","","","","","","","","","","","","","","https://www.justice.gov/opa/pr/six-japanese-freight-forwarding-companies-agree-plead-guilty-criminal-price-fixing-charges",""
"Varian A.G.","Agilent Technologies","$8,800","$0","$8,800","2006","20060726","competition-related offenses","export control violation","","","federal","agency action","Bureau of Industry and Security","civil","","","","","","","","","","","","USA","California","publicly traded","A","miscellaneous manufacturing","scientific equipment","FOIA35","Source document obtained through a Freedom of Information Act request to the agency."
"Varian B.V.","Agilent Technologies","$39,600","$0","$39,600","2006","20060726","competition-related offenses","export control violation","","","federal","agency action","Bureau of Industry and Security","civil","","","","","","","","","","","","USA","California","publicly traded","A","miscellaneous manufacturing","scientific equipment","FOIA36","Source document obtained through a Freedom of Information Act request to the agency."
"Varian Inc.","Agilent Technologies","$26,400","$0","$26,400","2006","20060726","competition-related offenses","export control violation","","","federal","agency action","Bureau of Industry and Security","civil","","","","","","","","","","","","USA","California","publicly traded","A","miscellaneous manufacturing","scientific equipment","FOIA37","Source document obtained through a Freedom of Information Act request to the agency."
"VAW Carbon GmbH","","$990,000","$0","$990,000","2002","20020401","competition-related offenses","price-fixing or anti-competitive practices","","Nippon Electrode Company Ltd., a Japanese company, and VAW Carbon GmbH, a German company, agreed to plead guilty and pay fines totaling $1.44 million for their roles in an international conspiracy to fix the price of carbon cathode block.","federal","agency action","Justice Department Antitrust Division","criminal","","","","","","","","","","","","","","","","","","https://www.justice.gov/archive/atr/public/press_releases/2002/10908.htm",""
"Venchi International Corp","","$50,000","$0","$50,000","2000","20001130","competition-related offenses","maritime violation","","","federal","agency action","Federal Maritime Commission","civil","","","","","","","","","","","","","","","","","","https://web.archive.org/web/20010303050215/http://fmc.gov/Pressreleases/00-17nr.htm",""
"Veraz Networks Inc.","","$300,000","$0","$300,000","2010","20100629","competition-related offenses","Foreign Corrupt Practices Act","","","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","","","","https://www.sec.gov/news/press/2010/2010-115.htm",""
