"Company","Parent Company","Penalty Amount","Subtraction From Penalty","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Facility State","City","Address","Zip","NAICS Code","NAICS Translation","HQ Country of Parent","HQ State of Parent","Ownership Structure","Parent Company Stock Ticker","Major Industry of Parent","Specific Industry of Parent","Info Source","Notes"
"Coastal Equities, Inc. and Coastal Investment Advisors, Inc.","","$80,000","$0","$80,000","2017","20171211","financial offenses","investor protection violation","financial institution supervision failures","","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","","","","https://www.sec.gov/litigation/admin/2017/34-82282.pdf",""
"Horter Investment Management, LLC","","$778,804","$0","$778,804","2017","20171208","financial offenses","investor protection violation","","","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","","","","https://www.sec.gov/litigation/admin/2017/ia-4823.pdf",""
"Ameriprise Financial Services, Inc.","Ameriprise Financial","$8,750,000","$0","$8,750,000","2017","20171208","financial offenses","investor protection violation","","","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","USA","Minnesota","publicly traded","AMP","financial services","financial services","https://www.sec.gov/litigation/admin/2017/34-82244.pdf",""
"Institutional Investor Advisers, Inc.","","$200,000","$0","$200,000","2017","20171208","financial offenses","investor protection violation","","","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","","","","https://www.sec.gov/litigation/admin/2017/33-10443.pdf",""
"Brahman Capital Corp.","","$250,000","$0","$250,000","2017","20171205","financial offenses","investor protection violation","","","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","","","","https://www.sec.gov/litigation/admin/2017/ia-4819.pdf",""
"Gray Financial Group, Inc.","","$401,298","$0","$401,298","2017","20171122","financial offenses","investor protection violation","","","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","","","","https://www.sec.gov/litigation/admin/2017/ia-4812.pdf",""
"Wells Fargo Advisors, LLC","Wells Fargo","$3,500,000","$0","$3,500,000","2017","20171113","financial offenses","anti-money-laundering deficiencies","","","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","USA","California","publicly traded","WFC","financial services","banking","https://www.sec.gov/litigation/admin/2017/34-82054.pdf",""
"Millennium Management LLC","","$638,709","$0","$638,709","2017","20171031","financial offenses","investor protection violation","","","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","","","","https://www.sec.gov/litigation/admin/2017/34-81989.pdf",""
"UBS Financial Services, Inc.","UBS","$3,500,000","$0","$3,500,000","2017","20171027","financial offenses","investor protection violation","","","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","Switzerland","","publicly traded","UBS","financial services","banking & securities","https://www.sec.gov/litigation/admin/2017/33-10433.pdf",""
"YourPeople, Inc., dba Zenefits FTW Insurance Services","","$450,000","$0","$450,000","2017","20171026","financial offenses","investor protection violation","","","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","","","","https://www.sec.gov/litigation/admin/2017/33-10429.pdf",""
"Canterbury Consulting, Inc.","","$172,986","$0","$172,986","2017","20171026","financial offenses","investor protection violation","financial institution supervision failures","","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","","","","https://www.sec.gov/litigation/admin/2017/34-81959.pdf",""
"Loop Capital Markets, LLC","","$25,000","$0","$25,000","2017","20171019","financial offenses","investor protection violation","","","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","","","","https://www.sec.gov/litigation/admin/2017/34-81898.pdf",""
"Success Holding Group International, Inc.","","$139,737","$0","$139,737","2017","20170928","financial offenses","investor protection violation","","","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","","","","https://www.sec.gov/litigation/admin/2017/33-10418.pdf",""
"SIX Financial Information USA Inc.","","$107,707","$0","$107,707","2017","20170928","financial offenses","investor protection violation","","","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","","","","https://www.sec.gov/litigation/admin/2017/ia-4780.pdf",""
"LBMZ Securities, Inc.","","$240,000","$0","$240,000","2017","20170926","financial offenses","investor protection violation","","","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","","","","https://www.sec.gov/litigation/admin/2017/34-81719.pdf",""
"VisionPoint Advisory Group, LLC","","$45,000","$0","$45,000","2017","20170926","financial offenses","investor protection violation","","","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","","","","https://www.sec.gov/litigation/admin/2017/ia-4778.pdf",""
"360 Financial, Inc.","","$40,000","$0","$40,000","2017","20170926","financial offenses","investor protection violation","","","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","","","","https://www.sec.gov/litigation/admin/2017/ia-4777.pdf",""
"TRH Financial LLC","","$35,000","$0","$35,000","2017","20170926","financial offenses","investor protection violation","","","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","","","","https://www.sec.gov/litigation/admin/2017/ia-4776.pdf",""
"Sagent Wealth Management, LLC","","$181,110","$0","$181,110","2017","20170922","financial offenses","investor protection violation","","","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","","","","https://www.sec.gov/litigation/admin/2017/ia-4773.pdf",""
"Platinum Equity Advisors, LLC","","$3,402,132","$0","$3,402,132","2017","20170921","financial offenses","investor protection violation","","","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","","","","https://www.sec.gov/litigation/admin/2017/ia-4772.pdf",""
"Howarth Financial Services, LLC","","$203,444","$0","$203,444","2017","20170912","financial offenses","investor protection violation","","","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","","","","https://www.sec.gov/litigation/admin/2017/34-81585.pdf",""
"JL Capital Management","","$278,289","$0","$278,289","2017","20170912","financial offenses","investor protection violation","","","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","","","","https://www.sec.gov/litigation/admin/2017/34-81584.pdf",""
"Potomac Asset Management Company, Inc","","$300,000","$0","$300,000","2017","20170911","financial offenses","investor protection violation","","","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","","","","https://www.sec.gov/litigation/admin/2017/ia-4766.pdf",""
"Envoy Advisory, Inc.","","$51,892","$0","$51,892","2017","20170908","financial offenses","investor protection violation","","","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","","","","https://www.sec.gov/litigation/admin/2017/ia-4764.pdf",""
"Municipal Finance Services, Inc.","","$50,000","$0","$50,000","2017","20170824","financial offenses","investor protection violation","","","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","","","","https://www.sec.gov/litigation/admin/2017/34-81475.pdf",""
"O'Connor & Company Securities, Inc.","","$150,000","$0","$150,000","2017","20170823","financial offenses","investor protection violation","","","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","","","","https://www.sec.gov/litigation/admin/2017/33-10405.pdf",""
"Vertical Capital Asset Management, LLC","","$9,034,957","$0","$9,034,957","2017","20170822","financial offenses","investor protection violation","","","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","","","","https://www.sec.gov/litigation/admin/2017/33-10404.pdf",""
"Ironridge Global Partners, LLC and Ironridge Global IV, Ltd.","","$4,400,000","$0","$4,400,000","2017","20170821","financial offenses","investor protection violation","","","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","","","","https://www.sec.gov/litigation/admin/2017/34-81443.pdf",""
"Institutional Investors Advisory Company","","$843,187","$0","$843,187","2017","20170816","financial offenses","investor protection violation","","","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","","","","https://www.sec.gov/litigation/admin/2017/ia-4747.pdf",""
"Capital Dynamics, Inc.","","$275,000","$0","$275,000","2017","20170816","financial offenses","investor protection violation","","","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","","","","https://www.sec.gov/litigation/admin/2017/ia-4746.pdf",""
